Date,State,Latitude,Longitude,GDP_Before_COVID,GDP_During_COVID,Unemployment_Rate_Before,Unemployment_Rate_During,Health_Index,Vaccination_Rate,Inflation_Rate
2019-06-30,Odisha,20.9517,85.0985,51233.78,33767.34,9.77,12.9010575650172,43.12,35.07,7.3
2019-06-30,Punjab,31.1471,75.3412,48056.885,39268.52,7.02,10.4258371287125,44.975,57.96,6.02
2019-06-30,Rajasthan,27.0238,74.2179,6145.16,5448.05,6.4,13.2078616817973,49.68,86,8.47
2019-06-30,Sikkim,27.533,88.5122,40681.935,31029.8,5.0625,10.7883638143007,55.085,42.4975,4.9275
2019-06-30,Tamil Nadu,11.1271,78.6569,32121.24,27689.34,7,14.8022853219914,62.38,44.14,5.28
2019-06-30,Tripura,23.9408,91.9882,60505.615,50625.4775,7.5925,14.7752416072877,65.85,40.9975,6.8875
2019-06-30,Uttar Pradesh,26.8467,80.9462,68839.1333333334,53213.0666666667,6.23666666666667,14.3516639545346,54.75,76.4866666666667,7.26333333333333
2019-06-30,Uttarakhand,30.0668,79.0193,30573.83,25505.5,6.83,18.011931584617,91.27,87.99,3.96
2019-06-30,West Bengal,22.9868,87.855,72971.07,57040.685,5.06,13.0739286583552,51.46,72.42,5.83
2019-07-30,Andhra Pradesh,15.9129,79.74,94531.81,65861.42,3.73,6.71968623408707,56.89,99.3,3.21
2019-07-30,Arunachal Pradesh,28.218,94.7278,68996.475,51286.31,6.2,10.0361332068179,67.65,89.49,5.665
2019-07-30,Assam,26.2006,92.9376,63655.7266666667,47365.28,7.35333333333333,13.8453411860479,58.3566666666667,68.81,4.99
2019-07-30,Bihar,25.0961,85.3131,61551.15,49462.34,3.99,12.113678253724,85.06,46.775,5.78
2019-07-30,Chhattisgarh,21.2787,81.8661,19206.595,14613.995,7.71,13.422209418195,61.48,26.08,3.845
2019-07-30,Delhi,28.7041,77.1025,52702.08,42569.91,3.94,5.9471685870658,72.44,66.39,7.1
2019-07-30,Goa,15.2993,74.124,83639.745,68210.175,5.185,11.9553795058102,76.735,45.725,5.93
2019-07-30,Gujarat,22.2587,71.1924,55176.1825,43356.695,7.4875,13.3640051133561,61.8075,55.5775,5.005
2019-07-30,Haryana,29.0588,76.0856,29335.93,21396.64,7.99,15.0377962424489,69.005,65.15,6.27
2019-07-30,Himachal Pradesh,31.1048,77.1734,41399.1,31953.2033333333,7.52666666666667,15.876725879233,80.2,53.0466666666667,7.30666666666667
2019-07-30,Jharkhand,23.6102,85.2799,55736.2133333333,43806.1666666667,6.16666666666667,11.2199781505979,62.0766666666667,63.98,5.14666666666667
2019-07-30,Karnataka,15.3173,75.7139,45500.665,32256.09,3.615,12.0448251464124,54.79,79.11,6.795
2019-07-30,Kerala,10.8505,76.2711,86685.21,72797.98,4.23,7.17768471034594,68.38,22.34,6.28
2019-07-30,Madhya Pradesh,22.9734,78.6569,36067.3275,26303.23,6.4775,14.4815083859602,45.9475,52.04,4.5325
2019-07-30,Maharashtra,19.7515,75.7139,43046.295,29911.235,5.645,12.1816497407067,33.59,3.605,6.37
2019-07-30,Nagaland,26.1584,94.5624,56937.18,44239.84,4.86,9.8397979466227,67.69,81.24,7.99
2019-07-30,Odisha,20.9517,85.0985,58058.5333333333,48642.87,8.33,19.5952761796098,61.84,25.65,5.85
2019-07-30,Punjab,31.1471,75.3412,24716.63,18019.6,4.41,7.8845300926618,81.83,2.28,4.98
2019-07-30,Tamil Nadu,11.1271,78.6569,46995.824,43020.424,7.36,14.2790312219713,76.912,27.746,6.38
2019-07-30,Telangana,18.1124,79.0193,92265.55,86202.81,7.61,14.1059890600774,76.9,15.67,4.54
2019-07-30,Tripura,23.9408,91.9882,96630.795,71869.17,5.58,12.0110239980961,41.59,62.63,8.485
2019-07-30,Uttar Pradesh,26.8467,80.9462,40418.7,32508.75,8.12,14.5322966909172,75.12,37.98,8.7
2019-07-30,Uttarakhand,30.0668,79.0193,40547.0325,29644.385,5.995,13.0502226331486,49.25,19.705,6.265
2019-08-29,Andhra Pradesh,15.9129,79.74,18743.985,13067.11,6.02,10.1765542659869,62.05,57.115,4.7
2019-08-29,Arunachal Pradesh,28.218,94.7278,26670.38,19907.74,8.24,20.0285601517823,39.93,5.86,6.94
2019-08-29,Assam,26.2006,92.9376,63425.235,42446.47,5.95,11.6929732463488,51.62,50.925,7.06
2019-08-29,Bihar,25.0961,85.3131,30668.75,24702.365,5.58,12.7333235179918,54.015,53.035,7.025
2019-08-29,Chhattisgarh,21.2787,81.8661,64561.13,50516.09,5.13,17.0968327793468,33.1,19.16,5.83
2019-08-29,Delhi,28.7041,77.1025,47694.895,29185.575,7.365,10.7186712046097,53.94,47.17,7.43
2019-08-29,Goa,15.2993,74.124,13711.03,10523.01,5.69,12.5687660599806,70.61,36.27,5.3
2019-08-29,Gujarat,22.2587,71.1924,93436.9,74165.13,3.81666666666667,9.10364575609254,84.8733333333333,46.0233333333333,5.97666666666667
2019-08-29,Haryana,29.0588,76.0856,49555.905,38334.375,8.155,16.4646847151433,86.605,32.535,6.405
2019-08-29,Himachal Pradesh,31.1048,77.1734,66058.1575,49709.3,5.0275,12.0508280353572,82.8475,51.09,4.94
2019-08-29,Jharkhand,23.6102,85.2799,15344.59,11192.88,9.36,12.0924560410739,54.8,27.23,5.62
2019-08-29,Kerala,10.8505,76.2711,62675.68,49945.71,7.14,13.5544208277068,50.1266666666667,44.3,4.83333333333333
2019-08-29,Madhya Pradesh,22.9734,78.6569,60414.8566666667,45950.1633333333,6.15666666666667,13.9529514168717,62.9033333333333,61.3466666666667,5.52333333333333
2019-08-29,Manipur,24.6637,93.9063,45241.445,28786.605,7.865,10.23188541564,71.07,47.995,4.615
2019-08-29,Meghalaya,25.467,91.3662,60806.13,51209.465,6.455,15.9113065512807,78.49,58.44,3.73
2019-08-29,Nagaland,26.1584,94.5624,43022.3233333333,34448.99,8.54666666666667,14.096418744527,72.77,55.8366666666667,4.62
2019-08-29,Punjab,31.1471,75.3412,47446.44,35200.315,6.535,14.5169296667899,73.205,76.83,6.08
2019-08-29,Rajasthan,27.0238,74.2179,96398.38,85205.88,6.2,11.2264034063681,34.29,78.5,5.61
2019-08-29,Tamil Nadu,11.1271,78.6569,34714.1966666667,23966.99,5.70333333333333,10.9873230260415,44.7166666666667,40.6633333333333,6.46333333333333
2019-08-29,Telangana,18.1124,79.0193,54136.515,40434.8,6.74,15.0627256700653,71.48,65.2,6.655
2019-08-29,Tripura,23.9408,91.9882,64590.23,42801.43,7.89,14.2139636018509,56.04,15.49,5.66
2019-08-29,Uttar Pradesh,26.8467,80.9462,37829.79,32907.87,9.08,19.0964258983137,30.92,84.45,5.66
2019-08-29,Uttarakhand,30.0668,79.0193,9760.76,7641.72,6.06,9.94632246424075,51.11,70.87,7.9
2019-08-29,West Bengal,22.9868,87.855,70181.5885714286,56875.96,6.19285714285714,14.634888122173,63.5842857142857,41.6228571428571,6.26428571428571
2019-09-28,Arunachal Pradesh,28.218,94.7278,58573.055,47240.03,5.95,12.6569151371678,74.8616666666667,46.605,7.86833333333333
2019-09-28,Assam,26.2006,92.9376,49836.3233333333,36884.4533333333,7.32666666666667,12.2749914174388,73.3833333333333,63.2533333333333,4.78333333333333
2019-09-28,Bihar,25.0961,85.3131,53176.4933333333,42367.16,5.19666666666667,12.3429164515006,68.1933333333333,45.4933333333333,6.45666666666667
2019-09-28,Chhattisgarh,21.2787,81.8661,46326.77,37421.735,9.305,19.450302402835,73.185,30.04,6.82
2019-09-28,Delhi,28.7041,77.1025,68641.55,46802.18,6.86,14.6295915012098,54.24,29.7,7.83
2019-09-28,Goa,15.2993,74.124,9329.86,8785.04,9.88,19.3879023117979,48.74,26.77,5.02
2019-09-28,Haryana,29.0588,76.0856,49746.496,38082.634,6.174,13.3343032331195,42.872,45.75,5.07
2019-09-28,Himachal Pradesh,31.1048,77.1734,33185.3,28007.01,4.69,14.5165156282288,88.1,52.65,5.02
2019-09-28,Jharkhand,23.6102,85.2799,44796.835,33111.105,8.795,14.5890455464166,46.96,5.095,7.305
2019-09-28,Karnataka,15.3173,75.7139,44934.1975,34182.3975,5.7575,13.9371624856798,65.0525,41.715,5.055
2019-09-28,Kerala,10.8505,76.2711,49455.82,30579.73,8.32,18.4431733271412,48.72,86.2,8.77
2019-09-28,Madhya Pradesh,22.9734,78.6569,61348.9266666667,50326.1766666667,5.48666666666667,11.7622988616352,73.6333333333333,41.6566666666667,5.22333333333333
2019-09-28,Manipur,24.6637,93.9063,78726.81,70110.852,7.246,16.8976887726443,66.142,65.3,6.092
2019-09-28,Meghalaya,25.467,91.3662,50722.98,42271.2433333333,7.29666666666667,15.6313441637956,56.01,84.3366666666667,6.38666666666667
2019-09-28,Nagaland,26.1584,94.5624,43728.31,34482.565,7.95,17.2982522010938,59.77,66.94,6.94
